governorate,delegation,constituency,candidate,votes,vote_source,votes_digits_ocr,votes_words_ocr,year,source_file,drive_id
صفاقس 2,الغريبه,المنار- (الغريبه) يتقدم,المنصف باكير,63,agree,63,ثلاثه وستون,2023,قرار الهيئة لمعتمدية الغريبة__243__صفاقس 2.PDF,168YbREAqOxUZ5gU-UFJ2Cl_Bx2cEBuz7
صفاقس 2,الغريبه,المنار- (الغريبه) يتقدم,شاكر ين احمد اثنان وتبسعون,592,digits-only,592,,2023,قرار الهيئة لمعتمدية الغريبة__243__صفاقس 2.PDF,168YbREAqOxUZ5gU-UFJ2Cl_Bx2cEBuz7
صفاقس 2,الغريبه,المنار- (الغريبه) يتقدم,جمال حجاج,97,digits-wrong,57,سبعه وتسعون,2023,قرار الهيئة لمعتمدية الغريبة__243__صفاقس 2.PDF,168YbREAqOxUZ5gU-UFJ2Cl_Bx2cEBuz7
صفاقس 2,الغريبه,المنار- (الغريبه) يتقدم,عصام بنسلطان,118,agree,118,مايه وثمانيه عشر,2023,قرار الهيئة لمعتمدية الغريبة__243__صفاقس 2.PDF,168YbREAqOxUZ5gU-UFJ2Cl_Bx2cEBuz7
صفاقس 2,الغريبه,المنار- (الغريبه) يتقدم,بلقاسم سالم,30,agree,30,ثلاثون,2023,قرار الهيئة لمعتمدية الغريبة__243__صفاقس 2.PDF,168YbREAqOxUZ5gU-UFJ2Cl_Bx2cEBuz7
صفاقس 2,المحرس,السماره يتقدم الها,مبروك شعبوني ماثتان,66,digits-wrong,266,وسته وستون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,السماره يتقدم الها,المادي شعبوني ماثه,22,digits-wrong,12,واثنان وعشرون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,السماره يتقدم الها,نزار القروي,133,agree,133,مايه وثلاثه وثلاثون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,السماره يتقدم الها,خليفه شعبوني,44,agree,44,اربعه واربعون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,"الشفار, تصرح البييه العليا",حسان غناي,625,agree,625,ستمايه وخمسه وعشرون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,المحرس يتقدم البها,فوزي النايلي,254,agree,254,مايتان واربعه وخمسون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,المحرس يتقدم البها,فيصل بالي ماكتات,200,digits-only,200,,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,المحرس يتقدم البها,"مجمك ,تجا من",40,agree,40,اربعون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,المحرس يتقدم البها,عبدالباسط قويعه,72,agree,72,اثنان وسبعون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,سيدي غريب يتقدم,ماهر هواشتيه,27,agree,27,سبعه وعشرون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,سيدي غريب يتقدم,فتاح هواشتيه,105,agree,105,مايه وخمسه,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,سيدي غريب يتقدم,بدرالدين غرس الله,105,agree,105,مايه وخمسه,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,سيدي غريب يتقدم,جبران هواشتي,45,agree,45,خمسه واربعون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,عيثه الشلاياء تصرح,الجيلاني مانعي,322,digits-wrong,32,ثلاثمايه واثنان وعشرون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,المحرس,عيثه الشلاياء تصرح,عبدالسلام سالم,124,agree,124,مايه واربعه وعشرون,2023,قرار الهيئة لمعتمدية المحرس__244__صفاقس 2.PDF,1jQ2ZkhOFNRpZDBMTqPDajpZrsvmqAD6K
صفاقس 2,صفاقس الجنوبيه,الافران,نور خماخم,302,agree,302,ثلاثمايه واثنان,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الافران,جوهر بوسته,213,agree,213,مايتان وثلاثه عشر,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الافران,فاطمه الفقي,187,digits-wrong,157,مايه وسبعه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الافران,امير سحنون,187,digits-wrong,157,مايه وسبعه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الافران,الحبيب الميلادي,132,digits-wrong,159,مايه واثنان وثلاثون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الخزانات,يوسف العوي,689,agree,689,ستمايه وتسعه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الخزانات,ريم النفاتي,173,agree,173,مايه وثلاثه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الخزانات,سليم مسعودي,577,digits-wrong,7,خمسمايه وسبعه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,الخزانات,7س رم مي د مر كم ص,2,digits-only,2,,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العوابد,محمد البدوي,179,agree,179,مايه وتسعه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العوابد,عبدالسلام بن سعد,109,agree,109,مايه وتسعه,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,باديس بن بلقاسم,145,agree,145,مايه وخمسه واربعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,هيفاء الغرياني,190,digits-wrong,1530,مايه وتسعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,مهدي العفاس,178,agree,178,مايه وثمانيه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,سامي غربال ثلايمايه,6,digits-wrong,306,وسته,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,العين يتقدم,زهور بوعين,283,digits-wrong,263,مايتان وثلاثه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,بسام القرقوري,453,agree,453,اربعمايه وثلاثه وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,محمد الكراي,162,agree,162,مايه واثنان وستون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,هشام قيداره مايه وسته وتبسعون,156,digits-only,156,,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,رهام الحاج قاسم ماثتان,46,digits-wrong,246,وسته واربعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,عبدالرحمان الشاوش,641,agree,641,ستمايه وواحد واربعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,محمد السعداوي,59,agree,59,تسعه وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,حسين حديدي,174,agree,174,مايه واربعه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,حليمه مسعود,64,agree,64,اربعه وستون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,بوزيان,رفيق بنصر,56,agree,56,سته وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,قرمده,محمد بن عامر ماثه,58,digits-wrong,1538,وثمانيه وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,قرمده,اكرم العموري,308,agree,308,ثلاثمايه وثمانيه,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الجنوبيه,قرمده,فاطمه العيادي,216,agree,216,مايتان وسته عشر,2023,قرار الهيئة لمعتمدية صفاقس الجنوبية__246__صفاقس 2.PDF,1zUblZaxtZH9z95Pco3oZq7AmcC1pLa72
صفاقس 2,صفاقس الغربيه,"العاليه, تصرح البييه العليا المستقله",عبد المجيد المرابطد ماثتان,52,digits-wrong,252,واثنان وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,"العاليه, تصرح البييه العليا المستقله",مني البقلوطي,259,agree,259,مايتان وتسعه وخمسون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,"العاليه, تصرح البييه العليا المستقله",فهمي المرعوي,276,agree,276,مايتان وسته وسبعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,"العاليه, تصرح البييه العليا المستقله",وجيه الطريقي ماثتان,41,digits-wrong,211,وواحد واربعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي البحري يتقدم,عاطف السامسي,444,agree,444,اربعمايه واربعه واربعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي البحري يتقدم,عمر الزحزاح,64,agree,64,اربعه وستون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي البحري يتقدم,مروه الزريبي,145,agree,145,مايه وخمسه واربعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي البحري يتقدم,بوكثير الجربي,148,agree,148,مايه وثمانيه واربعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,اييس القرقوري,483,digits-wrong,453,اربعمايه وثلاثه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,ناجيه اليوسفي مايثه,41,digits-wrong,141,وواحد واربعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,حنان حجلاوي مايثه,64,digits-wrong,164,واربعه وستون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,زينه هرابي,237,agree,237,مايتان وسبعه وثلاثون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,حي الحبيب,رمزي الساني,197,digits-wrong,157,مايه وسبعه وتسعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),كميليه اللومي,220,agree,220,مايتان وعشرون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),محمد امصدق,114,agree,114,مايه واربعه عشر,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),اشرقه ومازك: - هايقان وتسحوه,2520,digits-only,2520,,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),سوير يزيد مايه وثلايه عشر ع,1000,digits-only,1000,,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),تي الحقيقه - مايقان واتنان وكمصون,252,digits-only,252,,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,سكره - (صفاقس الغربيه),يسري الحمامي,201,agree,201,مايتان وواحد,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,وادي الرمل - (صفاقس الغربيه)»,عبد العزيز البرادعي,191,digits-wrong,1531,مايه وواحد وتسعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس الغربيه,وادي الرمل - (صفاقس الغربيه)»,فاطمه مدايني,196,digits-wrong,156,مايه وسته وتسعون,2023,قرار الهيئة لمعتمدية صفاقس الغربية__245__صفاقس 2.PDF,1PH1W4Mnr-ylzL2CydrXCMm-5mApXtvj6
صفاقس 2,صفاقس المدينه,15نوفمبر,محمدمهدي هماني,170,agree,170,مايه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,15نوفمبر,خليل اللواتي,192,digits-wrong,152,مايه واثنان وتسعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,15نوفمبر,هيكل معتوق,229,agree,229,مايتان وتسعه وعشرون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الحي الخ,سوار جابر,206,agree,206,مايتان وسته,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الحي الخيري,عبدالرحمان رواشد,109,agree,109,مايه وتسعه,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الحي الخيري,نجيب الزرلي,208,agree,208,مايتان وثمانيه,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الربض يتقدم,اميمه الصباحي ماتتان,72,digits-wrong,272,واثنان وسبعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الربض يتقدم,فريد السلامي,376,agree,376,ثلاثمايه وسته وسبعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,الربض يتقدم,احمد محفوظ,166,agree,166,مايه وسته وستون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,المدينه - (صفاقس,علي الغيداوي,198,digits-wrong,158,مايه وثمانيه وتسعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,المدينه - (صفاقس,محمد مقي,236,agree,236,مايتان وسته وثلاثون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,باب البحر,رياض معطر,307,agree,307,ثلاثمايه وسبعه,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,سيدي,لسعد كريديس,216,agree,216,مايتان وسته عشر,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,عين شيخ,فايز عبدالهادي,75,agree,75,خمسه وسبعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,عين شيخ,محمد بن صالح,316,agree,316,ثلاثمايه وسته عشر,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,عين شيخ,نبيل غربال,138,agree,138,مايه وثمانيه وثلاثون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,محمد علي,انيس الحشيشه ماته,89,digits-wrong,189,وتسعه وثمانون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,محمد علي,لطفي الطاهري,203,agree,203,مايتان وثلاثه,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,محمد علي,شكري العقيد ماكتان واتتاق,202,digits-only,202,,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,مركز الباشاء,الحبيب المعلول ماثتان,40,digits-wrong,240,واربعون,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,مركز الباشاء,حاتم لسود,110,agree,110,مايه وعشره,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,صفاقس المدينه,مركز الباشاء,ابراهيم بوعصيده,105,agree,105,مايه وخمسه,2023,قرار الهيئة لمعتمدية صفاقس المدينة__247__صفاقس 2.PDF,1WbfaQvUKf0HmPwQlhraN1GJgShSTKIS8
صفاقس 2,طينه,الحاجب 1 يتقدم المها,زهره عوني,58,agree,58,ثمانيه وخمسون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 1 يتقدم المها,وليد غنانيه,120,agree,120,مايه وعشرون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 1 يتقدم المها,ايمن الجواني,204,agree,204,مايتان واربعه,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 1 يتقدم المها,علاء زغلامي,131,agree,131,مايه وواحد وثلاثون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,الحاجب 2,شاهر النفاتي,251,agree,251,مايتان وواحد وخمسون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),فبمي مبارك,175,digits-wrong,25,مايه وخمسه وسبعون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),محمد العامري ماثه,46,digits-wrong,146,وسته واربعون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),خديجه العامري,160,agree,160,مايه وستون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),عليه اللاي,147,agree,147,مايه وسبعه واربعون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,سيد عبيد - (طينه),محسن بي ماثه واثنا,10,digits-wrong,112,عشره,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,حلمي احنيش العامري مايثتان,11,digits-wrong,2,واحد عشره,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,فوزي الجبالي,179,agree,179,مايه وتسعه وسبعون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,محمدعلي بالنوري,117,agree,117,مايه وسبعه عشر,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,هشام العامري,382,digits-wrong,362,ثلاثمايه واثنان وثمانون,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
صفاقس 2,طينه,طينه 2,محمد العامري,210,agree,210,مايتان وعشره,2023,قرار الهيئة لمعتمدية طينة__248__صفاقس 2.PDF,1xOBlqbFzIQ21Q-v4wx7BynkRgMUZGmc2
